名称,大类,中类,经度,纬度,省份,城市,区域
CPARK,购物消费,百货商场,114.206252,30.553706,湖北省,武汉市,汉阳区
人信汇购物广场,购物消费,百货商场,114.206114,30.553841,湖北省,武汉市,汉阳区
人信汇C座,购物消费,百货商场,114.205684,30.553901,湖北省,武汉市,汉阳区
万隆城市广场,购物消费,百货商场,114.2071,30.555675,湖北省,武汉市,汉阳区
江诗尼亚龙阳大洋百货专营店,购物消费,百货商场,114.209381,30.560825,湖北省,武汉市,汉阳区
大洋龙阳百货专营店,购物消费,百货商场,114.208288,30.561394,湖北省,武汉市,汉阳区
悦刻,购物消费,百货商场,114.208996,30.561373,湖北省,武汉市,汉阳区
汉商21世纪购物广场,购物消费,百货商场,114.210469,30.560766,湖北省,武汉市,汉阳区
暨济商城,购物消费,百货商场,114.275308,30.563493,湖北省,武汉市,硚口区
龙腾第一大道蓝宝石座,购物消费,百货商场,114.277308,30.564486,湖北省,武汉市,硚口区
街舞城,购物消费,百货商场,114.277357,30.564793,湖北省,武汉市,硚口区
汉正街第一大道银座,购物消费,百货商场,114.276838,30.565836,湖北省,武汉市,硚口区
地一大道新天地,购物消费,百货商场,114.27701,30.565797000000003,湖北省,武汉市,硚口区
金正茂B区,购物消费,百货商场,114.28131,30.568042,湖北省,武汉市,硚口区
金正茂中国服装商贸城B区,购物消费,百货商场,114.280043,30.568025,湖北省,武汉市,硚口区
万商白马服装交易中心市场,购物消费,百货商场,114.285051,30.567169,湖北省,武汉市,江汉区
汉正街中心商城,购物消费,百货商场,114.277732,30.567625,湖北省,武汉市,硚口区
武汉多福路商城,购物消费,百货商场,114.276621,30.569314,湖北省,武汉市,硚口区
武汉多福路商城,购物消费,百货商场,114.275658,30.569803,湖北省,武汉市,硚口区
新首信时尚广场,购物消费,百货商场,114.288817,30.577176,湖北省,武汉市,江汉区
atm潮流百货,购物消费,百货商场,114.290363,30.581905000000003,湖北省,武汉市,江岸区
中心百货,购物消费,百货商场,114.289429,30.581613,湖北省,武汉市,江汉区
中百商厦,购物消费,百货商场,114.289317,30.582099,湖北省,武汉市,江汉区
新时盛商场,购物消费,百货商场,114.289062,30.582935,湖北省,武汉市,江汉区
新长盛广场,购物消费,百货商场,114.288935,30.583343000000003,湖北省,武汉市,江岸区
武商MALL,购物消费,百货商场,114.271784,30.578664,湖北省,武汉市,江汉区
汉商武展购物广场,购物消费,百货商场,114.273235,30.580453,湖北省,武汉市,江汉区
科技王大厦科技王商业广场,购物消费,百货商场,114.285708,30.582416,湖北省,武汉市,江汉区
M+购物广场,购物消费,百货商场,114.286767,30.58372,湖北省,武汉市,江汉区
循礼门m商业广场,购物消费,百货商场,114.285701,30.583933,湖北省,武汉市,江汉区
M%,购物消费,百货商场,114.284685,30.583101,湖北省,武汉市,江汉区
武商MALL•世贸,购物消费,百货商场,114.268749,30.580347000000003,湖北省,武汉市,江汉区
武商世贸广场,购物消费,百货商场,114.268793,30.580967,湖北省,武汉市,江汉区
武商MALL,购物消费,百货商场,114.268537,30.579915,湖北省,武汉市,江汉区
袯荟,购物消费,百货商场,114.268665,30.580566,湖北省,武汉市,江汉区
创世纪广场B区,购物消费,百货商场,114.26806,30.581482,湖北省,武汉市,江汉区
武汉国际广场购物广场,购物消费,百货商场,114.27024,30.581213,湖北省,武汉市,江汉区
WEDGWOOD,购物消费,百货商场,114.271046,30.581063,湖北省,武汉市,江汉区
武商,购物消费,百货商场,114.270467,30.581407,湖北省,武汉市,江汉区
大智商城,购物消费,百货商场,114.294283,30.587955,湖北省,武汉市,江岸区
欧亚达国际广场,购物消费,百货商场,114.254381,30.614891,湖北省,武汉市,江汉区
星聚汇,购物消费,百货商场,114.237856,30.648945,湖北省,武汉市,东西湖区
新塘广场,购物消费,百货商场,114.262309,30.624089,湖北省,武汉市,江汉区
汉口城市广场A区,购物消费,百货商场,114.305593,30.651637,湖北省,武汉市,江岸区
C潮品馆,购物消费,百货商场,114.37711,30.627956,湖北省,武汉市,青山区
IP Station,购物消费,百货商场,114.377109,30.62724,湖北省,武汉市,青山区
武商城市奥莱C潮品馆,购物消费,百货商场,114.377584,30.627788,湖北省,武汉市,青山区
洛克小镇,购物消费,百货商场,114.175025,30.506948,湖北省,武汉市,蔡甸区
vanke,购物消费,百货商场,114.192474,30.599173,湖北省,武汉市,硚口区
武汉荟聚中心-H282,购物消费,百货商场,114.167068,30.616377,湖北省,武汉市,硚口区
东星商城,购物消费,百货商场,114.139753,30.622341,湖北省,武汉市,东西湖区
美好市集,购物消费,百货商场,114.142033,30.622257,湖北省,武汉市,东西湖区
北冰洋城市广场,购物消费,百货商场,114.141666,30.622277,湖北省,武汉市,东西湖区
地下商业广场,购物消费,百货商场,114.204943,30.551962,湖北省,武汉市,汉阳区
维佳·佰港城,购物消费,百货商场,114.32656,30.503661,湖北省,武汉市,洪山区
洛克小镇,购物消费,百货商场,114.402653,30.505734,湖北省,武汉市,洪山区
C·时尚广场,购物消费,百货商场,114.403047,30.5053,湖北省,武汉市,洪山区
法国风情街,购物消费,百货商场,114.403375,30.506084,湖北省,武汉市,洪山区
悦心汇,购物消费,百货商场,114.403991,30.505633,湖北省,武汉市,洪山区
群光广场二馆,购物消费,百货商场,114.356736,30.524691,湖北省,武汉市,洪山区
群光百货,购物消费,百货商场,114.355958,30.525302,湖北省,武汉市,洪山区
银泰创意城,购物消费,百货商场,114.356528,30.526536,湖北省,武汉市,洪山区
NIVADA,购物消费,百货商场,114.356192,30.526463,湖北省,武汉市,洪山区
凯德1818,购物消费,百货商场,114.340057,30.552727,湖北省,武汉市,武昌区
凯德1818-POP MART,购物消费,百货商场,114.340592,30.553133,湖北省,武汉市,武昌区
群星城K3-1,购物消费,百货商场,114.348486,30.583919,湖北省,武汉市,武昌区
武汉摩尔城B馆,购物消费,百货商场,114.208407,30.559397,湖北省,武汉市,汉阳区
海天广场B座,购物消费,百货商场,114.211293,30.561902,湖北省,武汉市,汉阳区
海天欢乐购服务台,购物消费,百货商场,114.211804,30.561943,湖北省,武汉市,汉阳区
源强工艺玩具地下商城,购物消费,百货商场,114.27502,30.56528,湖北省,武汉市,硚口区
汉正品牌大楼,购物消费,百货商场,114.277033,30.569035,湖北省,武汉市,硚口区
SOMERSET,购物消费,百货商场,114.266481,30.56928,湖北省,武汉市,硚口区
江汉路万达商场,购物消费,百货商场,114.291471,30.578101,湖北省,武汉市,江汉区
F座,购物消费,百货商场,114.291515,30.578538,湖北省,武汉市,江汉区
美食购物中心,购物消费,百货商场,114.291743,30.579582,湖北省,武汉市,江汉区
大汉口城,购物消费,百货商场,114.290008,30.579761,湖北省,武汉市,江汉区
武商集团,购物消费,百货商场,114.270828,30.579816,湖北省,武汉市,江汉区
武汉国际广场B,购物消费,百货商场,114.269994,30.580561,湖北省,武汉市,江汉区
万达百货,购物消费,百货商场,114.173822,30.506513,湖北省,武汉市,蔡甸区
万达广场,购物消费,百货商场,114.175547,30.506593,湖北省,武汉市,蔡甸区
秦榆食品展示厅,购物消费,百货商场,114.192941,30.596838,湖北省,武汉市,硚口区
凯德西城,购物消费,百货商场,114.193405,30.597182,湖北省,武汉市,硚口区
ip station,购物消费,百货商场,114.168917,30.61793,湖北省,武汉市,硚口区
Suning易购悦刻专卖,购物消费,百货商场,114.168462,30.617693,湖北省,武汉市,硚口区
恒大城市广场,购物消费,百货商场,114.172283,30.661474,湖北省,武汉市,东西湖区
群光广场,购物消费,百货商场,114.355302,30.524851,湖北省,武汉市,洪山区
星汇维港购物广场,购物消费,百货商场,114.250227,30.569651,湖北省,武汉市,硚口区
1828武汉新天地,购物消费,百货商场,114.280084,30.573651,湖北省,武汉市,江汉区
Oval Space 一奥荟·武汉启城购物公园,购物消费,百货商场,114.292047,30.469579,湖北省,武汉市,洪山区
龙湖武汉白沙天街B馆,购物消费,百货商场,114.287357,30.47838,湖北省,武汉市,洪山区
豪华酒店用品城2期,购物消费,百货商场,114.317113,30.702296,湖北省,武汉市,黄陂区
万象城,购物消费,百货商场,114.374412,30.880105,湖北省,武汉市,黄陂区
黄陂广场E区,购物消费,百货商场,114.374236,30.880264,湖北省,武汉市,黄陂区
